id,facenet_id_res,facenet_prob_res,openface_id_res,openface_prob_res,Pred_Result_id,Pred_Result_prob,Actual Result,Update Result
159,andy,0.18,b16,0.13,b16,0.13,b13,o-f<0.63
160,b15,0.11,b15,0.19,b15,0.19,b15,o-f<0.63
161,b21,0.09,b20,0.12,b20,0.12,b21,o-f<0.63
162,b19,0.14,b19,0.29,b19,0.29,b19,c = f<o
163,b18,0.29,b18,0.41,b18,0.41,b18,c= o-f>0.63
164,zj,0.22,zj,0.2,zj,0.2,zj,o-f<0.63
165,andy,0.3,andy,0.37,andy,0.37,andy,c= o-f>0.63
166,b15,0.12,b23,0.14,b23,0.14,b15,o-f<0.63
167,andy,0.31,lan,0.13,lan,0.13,andy,c = f>o
168,zj,0.12,zj,0.21,zj,0.21,zj,o-f<0.63
169,lan,0.17,lan,0.39,lan,0.39,lan,c = f<o
170,b23,0.13,b18,0.3,b18,0.3,b17,c = f<o
171,b17,0.12,b19,0.18,b19,0.18,b17,o-f<0.63
172,b18,0.13,b18,0.36,b18,0.36,b18,c = f<o
173,b16,0.16,b16,0.16,b16,0.16,b16,o-f<0.63
174,b22,0.07,b13,0.27,b13,0.27,b13,c = f<o
175,b21,0.09,b19,0.11,b19,0.11,b21,o-f<0.63
176,b25,0.14,b25,0.33,b25,0.33,b25,c = f<o
177,b21,0.16,b23,0.14,b23,0.14,b21,o-f<0.63
178,b16,0.1,b19,0.21,b19,0.21,b16,o-f<0.63
179,b15,0.2,b15,0.24,b15,0.24,b15,o-f<0.63
180,b27,0.16,zj,0.21,zj,0.21,b27,o-f<0.63
181,lan,0.1,b19,0.13,b19,0.13,b13,o-f<0.63
182,b24,0.11,b18,0.23,b18,0.23,b24,o-f<0.63
183,b26,0.14,b26,0.27,b26,0.27,b26,c = f<o
184,trump,0.19,trump,0.31,trump,0.31,trump,c = f<o
185,zj,0.25,zj,0.26,zj,0.26,zj,c= o-f>0.63
186,b27,0.12,b27,0.32,b27,0.32,b27,c = f<o
187,b23,0.1,b18,0.26,b18,0.26,b17,c = f<o
188,b26,0.15,b26,0.32,b26,0.32,b26,c = f<o
189,lan,0.23,lan,0.14,lan,0.14,lan,o-f<0.63
190,b20,0.13,b20,0.32,b20,0.32,b20,c = f<o
191,b22,0.16,b22,0.43,b22,0.43,b22,c = f<o
192,b27,0.15,b27,0.4,b27,0.4,b27,c = f<o
193,b16,0.12,b21,0.18,b21,0.18,b16,o-f<0.63
194,b24,0.17,b24,0.33,b24,0.33,b24,c = f<o
195,lan,0.08,b26,0.1,b26,0.1,b15,o-f<0.63
196,b23,0.16,b23,0.26,b23,0.26,b23,c = f<o
197,b22,0.1,b16,0.2,b16,0.2,b20,o-f<0.63
198,b12,0.09,b25,0.15,b25,0.15,b12,o-f<0.63
199,andy,0.12,b15,0.14,b15,0.14,b27,o-f<0.63
200,b23,0.16,b11,0.29,b11,0.29,b23,c = f<o
201,b26,0.12,b15,0.17,b15,0.17,b26,o-f<0.63
202,b19,0.11,b21,0.19,b21,0.19,b21,o-f<0.63
203,b12,0.11,b12,0.46,b12,0.46,b12,c = f<o
204,b11,0.21,b11,0.39,b11,0.39,b11,c = f<o
205,b16,0.16,b16,0.3,b16,0.3,b16,c = f<o
206,b23,0.14,b18,0.13,b18,0.13,b26,o-f<0.63
207,b24,0.19,b26,0.15,b26,0.15,b24,o-f<0.63
208,b17,0.12,b18,0.34,b18,0.34,b17,c = f<o
209,b12,0.13,b12,0.49,b12,0.49,b12,c = f<o
210,b19,0.12,b19,0.37,b19,0.37,b19,c = f<o
211,b23,0.09,b23,0.13,b23,0.13,b15,o-f<0.63
212,andy,0.1,b24,0.13,b24,0.13,b15,o-f<0.63
213,b19,0.18,b19,0.3,b19,0.3,b19,c = f<o
214,b11,0.13,b11,0.19,b11,0.19,b11,o-f<0.63
215,b19,0.16,b19,0.48,b19,0.48,b19,c = f<o
216,b18,0.1,b25,0.15,b25,0.15,b25,o-f<0.63
217,b24,0.14,b24,0.39,b24,0.39,b24,c = f<o
218,zj,0.16,zj,0.1,zj,0.1,zj,o-f<0.63
219,b21,0.18,b21,0.35,b21,0.35,b21,c = f<o
220,b15,0.17,b15,0.37,b15,0.37,b15,c = f<o
221,b19,0.09,b16,0.16,b16,0.16,b20,o-f<0.63
222,b22,0.17,b22,0.3,b22,0.3,b22,c = f<o
223,b27,0.15,b27,0.32,b27,0.32,b27,c = f<o
224,b12,0.17,b12,0.42,b12,0.42,b12,c = f<o
225,b13,0.17,b19,0.13,b19,0.13,b13,o-f<0.63
226,b12,0.18,b12,0.44,b12,0.44,b12,c = f<o
227,b26,0.13,b26,0.28,b26,0.28,b26,o-f<0.63
228,b11,0.18,b11,0.41,b11,0.41,b11,c = f<o
229,b11,0.16,b11,0.4,b11,0.4,b11,c = f<o
230,b22,0.15,b22,0.17,b22,0.17,b22,o-f<0.63
231,zj,0.19,zj,0.19,zj,0.19,zj,o-f<0.63
232,andy,0.22,andy,0.14,andy,0.14,andy,o-f<0.63
233,b15,0.16,b15,0.47,b15,0.47,b15,c = f<o
234,b25,0.15,b25,0.36,b25,0.36,b25,c = f<o
235,b23,0.15,b18,0.18,b18,0.18,b26,o-f<0.63
236,b22,0.1,b11,0.31,b11,0.31,b11,c = f<o
237,b11,0.15,b11,0.14,b11,0.14,b11,o-f<0.63
238,b15,0.17,b18,0.13,b18,0.13,b15,o-f<0.63
239,andy,0.16,andy,0.19,andy,0.19,andy,o-f<0.63
240,b26,0.11,b18,0.21,b18,0.21,b26,o-f<0.63
241,b23,0.1,b26,0.15,b26,0.15,trump,o-f<0.63
242,b15,0.21,b15,0.5,b15,0.5,b15,c = f<o
243,b27,0.18,b27,0.4,b27,0.4,b27,c = f<o
244,b24,0.14,b24,0.14,b24,0.14,b24,o-f<0.63
245,b24,0.07,b11,0.16,b11,0.16,b19,o-f<0.63
246,b12,0.12,b25,0.12,b25,0.12,b12,o-f<0.63
247,zj,0.12,b15,0.16,b15,0.16,zj,o-f<0.63
248,b16,0.16,b16,0.18,b16,0.18,b16,o-f<0.63
249,b18,0.1,b15,0.13,b15,0.13,b18,o-f<0.63
250,andy,0.23,lan,0.17,lan,0.17,andy,o-f<0.63
251,b21,0.07,b26,0.17,b26,0.17,b19,o-f<0.63
252,trump,0.18,b15,0.14,b15,0.14,trump,o-f<0.63
253,b12,0.12,b12,0.4,b12,0.4,b12,c = f<o
254,b26,0.14,b23,0.25,b23,0.25,b26,o-f<0.63
255,b26,0.11,b18,0.13,b18,0.13,b26,o-f<0.63
256,andy,0.13,lan,0.41,lan,0.41,lan,c = f<o
257,trump,0.08,b19,0.11,b19,0.11,b15,o-f<0.63
258,b18,0.16,b18,0.24,b18,0.24,b18,o-f<0.63
259,b24,0.11,b15,0.14,b15,0.14,b24,o-f<0.63
260,b15,0.18,b15,0.2,b15,0.2,b15,o-f<0.63
261,b17,0.14,b20,0.15,b20,0.15,b17,o-f<0.63
262,b22,0.14,b22,0.2,b22,0.2,b22,o-f<0.63
263,b16,0.21,b16,0.44,b16,0.44,b16,c = f<o
264,b22,0.12,b12,0.15,b12,0.15,b22,o-f<0.63
265,trump,0.08,b19,0.14,b19,0.14,b18,o-f<0.63
266,b25,0.14,b25,0.23,b25,0.23,b25,o-f<0.63
267,zj,0.25,zj,0.32,zj,0.32,zj,c = f<o
268,b23,0.12,b25,0.1,b25,0.1,b26,o-f<0.63
269,andy,0.28,b26,0.26,b26,0.26,andy,o-f<0.63
270,b12,0.14,b12,0.24,b12,0.24,b12,o-f<0.63
271,b23,0.2,b17,0.22,b17,0.22,b23,o-f<0.63
272,b22,0.2,b22,0.34,b22,0.34,b22,c = f<o
273,b24,0.15,b24,0.27,b24,0.27,b24,o-f<0.63
274,b13,0.18,b18,0.14,b18,0.14,b13,o-f<0.63
275,b25,0.09,b25,0.22,b25,0.22,b25,o-f<0.63
276,b23,0.16,b21,0.14,b21,0.14,b11,o-f<0.63
277,lan,0.1,lan,0.37,lan,0.37,lan,c = f<o
278,b22,0.2,b22,0.32,b22,0.32,b22,c = f<o
279,zj,0.2,zj,0.27,zj,0.27,zj,o-f<0.63
280,b16,0.11,lan,0.24,lan,0.24,lan,o-f<0.63
281,b23,0.14,b18,0.2,b18,0.2,b18,o-f<0.63
282,andy,0.11,b13,0.29,b13,0.29,b13,o-f<0.63
283,andy,0.13,b24,0.16,b24,0.16,b13,o-f<0.63
284,andy,0.11,b26,0.2,b26,0.2,b15,o-f<0.63
285,b20,0.11,b18,0.16,b18,0.16,b20,o-f<0.63
286,trump,0.26,trump,0.43,trump,0.43,trump,c = f<o
287,b22,0.21,b22,0.4,b22,0.4,b22,c = f<o
288,b12,0.13,b12,0.33,b12,0.33,b12,c = f<o
289,b24,0.11,b26,0.17,b26,0.17,b24,o-f<0.63
290,b22,0.19,b22,0.29,b22,0.29,b22,o-f<0.63
291,zj,0.24,zj,0.34,zj,0.34,zj,c = f<o
292,b20,0.12,b18,0.15,b18,0.15,b20,o-f<0.63
293,b24,0.12,b18,0.34,b18,0.34,b24,c = f<o
294,trump,0.19,trump,0.31,trump,0.31,trump,c = f<o
295,b17,0.14,b20,0.13,b20,0.13,b17,o-f<0.63
296,b21,0.16,b21,0.27,b21,0.27,b21,o-f<0.63
297,b16,0.17,b16,0.28,b16,0.28,b16,o-f<0.63
298,lan,0.09,lan,0.09,lan,0.09,b13,o-f<0.63
299,b23,0.15,b19,0.14,b19,0.14,b18,o-f<0.63
300,b20,0.09,b20,0.17,b20,0.17,b20,o-f<0.63
301,andy,0.1,b24,0.17,b24,0.17,b15,o-f<0.63
302,lan,0.23,lan,0.23,lan,0.23,lan,o-f<0.63
303,b21,0.21,b21,0.34,b21,0.34,b21,c = f<o
304,b19,0.1,b16,0.24,b16,0.24,b20,o-f<0.63
305,trump,0.18,trump,0.24,trump,0.24,trump,o-f<0.63
306,b21,0.12,b21,0.19,b21,0.19,b21,o-f<0.63
307,b15,0.15,b23,0.21,b23,0.21,b15,o-f<0.63
308,b21,0.16,b21,0.24,b21,0.24,b21,o-f<0.63
309,b22,0.2,b22,0.32,b22,0.32,b22,c = f<o
310,b23,0.1,b17,0.31,b17,0.31,b17,c = f<o
311,b15,0.23,b15,0.46,b15,0.46,b15,c = f<o
312,lan,0.18,lan,0.32,lan,0.32,lan,c = f<o
313,b18,0.17,b18,0.21,b18,0.21,b18,o-f<0.63
314,b18,0.21,b25,0.14,b25,0.14,b18,o-f<0.63
315,lan,0.18,lan,0.18,lan,0.18,lan,o-f<0.63
316,b21,0.19,b21,0.33,b21,0.33,b21,c = f<o
317,b17,0.09,b17,0.2,b17,0.2,b17,o-f<0.63
318,lan,0.21,zj,0.18,zj,0.18,zj,o-f<0.63
319,b16,0.16,b16,0.39,b16,0.39,b16,c = f<o
320,b13,0.18,b13,0.44,b13,0.44,b13,c = f<o
321,b22,0.15,b22,0.19,b22,0.19,b22,o-f<0.63
322,b23,0.2,b21,0.14,b21,0.14,b23,o-f<0.63
323,b18,0.17,b18,0.31,b18,0.31,b18,c = f<o
324,b22,0.21,b22,0.42,b22,0.42,b22,c = f<o
325,b23,0.17,b20,0.15,b20,0.15,b26,o-f<0.63
326,b13,0.15,b26,0.11,b26,0.11,b13,o-f<0.63
327,b15,0.17,b15,0.36,b15,0.36,b15,c = f<o
328,b24,0.11,b18,0.21,b18,0.21,b24,o-f<0.63
329,b22,0.21,b22,0.48,b22,0.48,b22,c = f<o
330,b22,0.16,b22,0.42,b22,0.42,b22,c = f<o
331,b20,0.13,b25,0.13,b25,0.13,b20,o-f<0.63
332,b27,0.2,b27,0.5,b27,0.5,b27,c = f<o
333,b16,0.14,b16,0.31,b16,0.31,b16,c = f<o
334,b23,0.13,b18,0.19,b18,0.19,b11,o-f<0.63
335,b17,0.16,b17,0.57,b17,0.57,b17,c = f<o
336,b18,0.23,b18,0.42,b18,0.42,b18,c = f<o
337,b16,0.09,b26,0.26,b26,0.26,b16,o-f<0.63
338,b23,0.08,b19,0.12,b19,0.12,b20,o-f<0.63
339,b19,0.19,b19,0.28,b19,0.28,b19,o-f<0.63
340,b21,0.14,b21,0.16,b21,0.16,b21,o-f<0.63
341,b22,0.22,b22,0.48,b22,0.48,b22,c = f<o
342,b23,0.1,b18,0.24,b18,0.24,b12,o-f<0.63
343,b18,0.2,b18,0.34,b18,0.34,b18,c = f<o
344,b27,0.21,b27,0.47,b27,0.47,b27,c = f<o
345,b22,0.14,b22,0.26,b22,0.26,b22,o-f<0.63
346,b23,0.09,b17,0.26,b17,0.26,b17,o-f<0.63
347,b11,0.2,b11,0.28,b11,0.28,b11,o-f<0.63
348,b26,0.12,b19,0.22,b19,0.22,b20,o-f<0.63
349,b21,0.2,b21,0.22,b21,0.22,b21,o-f<0.63
350,zj,0.25,b24,0.27,b24,0.27,zj,o-f<0.63
351,b11,0.13,b15,0.16,b15,0.16,b11,o-f<0.63
352,trump,0.08,b24,0.12,b24,0.12,andy,o-f<0.63
353,b17,0.15,b17,0.4,b17,0.4,b17,c = f<o
354,b18,0.18,b18,0.19,b18,0.19,b18,o-f<0.63
355,b23,0.19,b23,0.23,b23,0.23,b23,o-f<0.63
356,zj,0.22,zj,0.3,zj,0.3,zj,c = f<o
357,b11,0.12,b26,0.18,b26,0.18,b11,o-f<0.63
358,b22,0.21,b22,0.47,b22,0.47,b22,c = f<o
359,b15,0.15,b15,0.34,b15,0.34,b15,c = f<o
360,trump,0.23,trump,0.44,trump,0.44,trump,c = f<o
361,lan,0.13,andy,0.28,andy,0.28,lan,o-f<0.63
362,b19,0.1,b11,0.11,b11,0.11,b20,o-f<0.63
363,b23,0.22,b23,0.32,b23,0.32,b23,c = f<o
364,trump,0.21,trump,0.16,trump,0.16,trump,o-f<0.63
365,lan,0.18,lan,0.12,lan,0.12,lan,o-f<0.63
366,b19,0.18,b19,0.39,b19,0.39,b19,c = f<o
367,b22,0.13,b15,0.15,b15,0.15,b22,o-f<0.63
368,b20,0.13,b20,0.37,b20,0.37,b20,c = f<o
369,trump,0.16,trump,0.32,trump,0.32,trump,c = f<o
370,b23,0.22,b23,0.3,b23,0.3,b23,c = f<o
371,zj,0.27,zj,0.13,zj,0.13,zj,o-f<0.63
372,b16,0.22,b16,0.33,b16,0.33,b16,c = f<o
373,b24,0.1,b16,0.15,b16,0.15,b24,o-f<0.63
374,b16,0.18,b16,0.2,b16,0.2,b16,o-f<0.63
375,b22,0.17,b24,0.12,b24,0.12,b22,o-f<0.63
376,b17,0.2,b17,0.48,b17,0.48,b17,c = f<o
377,b13,0.16,b13,0.2,b13,0.2,b13,o-f<0.63
378,b26,0.14,b19,0.18,b19,0.18,b26,o-f<0.63
379,b24,0.09,b23,0.21,b23,0.21,b24,o-f<0.63
380,b27,0.14,b27,0.38,b27,0.38,b27,c = f<o
381,zj,0.18,zj,0.31,zj,0.31,zj,c = f<o
382,b13,0.16,b13,0.39,b13,0.39,b13,c = f<o
383,zj,0.16,zj,0.31,zj,0.31,zj,c = f<o
384,b24,0.12,b18,0.18,b18,0.18,b24,o-f<0.63
385,b15,0.16,b18,0.15,b18,0.15,b15,o-f<0.63
386,b13,0.16,b18,0.11,b18,0.11,b13,o-f<0.63
387,b23,0.2,b23,0.28,b23,0.28,b23,o-f<0.63
388,b24,0.1,b18,0.14,b18,0.14,b24,o-f<0.63
389,b27,0.19,b27,0.48,b27,0.48,b27,c = f<o
390,b20,0.13,b18,0.14,b18,0.14,b20,o-f<0.63
391,b25,0.2,b25,0.43,b25,0.43,b25,c = f<o
392,b24,0.14,b24,0.29,b24,0.29,b24,o-f<0.63
393,b15,0.18,b26,0.11,b26,0.11,b15,o-f<0.63
394,b23,0.11,b20,0.17,b20,0.17,b20,o-f<0.63
395,b25,0.15,b25,0.26,b25,0.26,b25,o-f<0.63
396,b24,0.21,b24,0.41,b24,0.41,b24,c = f<o
397,b26,0.12,b19,0.25,b19,0.25,b20,o-f<0.63
398,b23,0.25,b23,0.27,b23,0.27,b23,o-f<0.63
399,b22,0.19,b22,0.18,b22,0.18,b22,o-f<0.63
400,b25,0.14,b25,0.23,b25,0.23,b25,o-f<0.63
401,b23,0.11,b19,0.15,b19,0.15,b18,o-f<0.63
402,trump,0.22,trump,0.37,trump,0.37,trump,c = f<o
403,b25,0.12,b25,0.2,b25,0.2,b25,o-f<0.63
404,lan,0.16,b24,0.21,b24,0.21,lan,o-f<0.63
405,b11,0.2,b11,0.43,b11,0.43,b11,c = f<o
406,andy,0.28,b26,0.22,b26,0.22,andy,o-f<0.63
407,b25,0.16,b25,0.39,b25,0.39,b25,c = f<o
408,b18,0.15,b18,0.35,b18,0.35,b18,c = f<o
409,andy,0.11,lan,0.11,lan,0.11,andy,o-f<0.63
410,b20,0.13,b20,0.46,b20,0.46,b20,c = f<o
411,zj,0.29,zj,0.31,zj,0.31,zj,c = f<o
412,b27,0.14,b27,0.28,b27,0.28,b27,o-f<0.63
413,andy,0.09,b13,0.11,b13,0.11,b13,o-f<0.63
414,b19,0.1,lan,0.17,lan,0.17,b21,o-f<0.63
415,lan,0.16,lan,0.38,lan,0.38,lan,c = f<o
416,andy,0.15,b24,0.25,b24,0.25,b27,o-f<0.63
417,b12,0.13,b12,0.28,b12,0.28,b12,o-f<0.63
418,b17,0.14,b17,0.45,b17,0.45,b17,c = f<o
